store_name,storeid,addr_num,addr_st,addr_all,addr_add,city,state,zip5,country,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,X,Y,method,match,dup,state_fp,county_fp,tract_fp,gisjn_tct,msa,msa_id
KM MART,st_239620,3073,Danielsville Rd,3073 Danielsville Rd,NA,Athens,GA,30601,USA,Convenience Store,3,Small retail,4,0,0,0,1,0,0,0,0,0,0,-83.33031587,34.02495614,esri,PointAddress,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
Norwood Groceries,st_285533,3073,Danielsville Rd,3073 Danielsville Rd,NA,Athens,GA,30601,USA,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,0,0,0,-83.33031587,34.02495614,esri,PointAddress,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
NORWOOD FOODMART,st_028704,115,Ila Rd,115 Ila Rd,NA,Athens,GA,30601,USA,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,-83.32931973,34.02567549,esri,PointAddress,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
Maruti Food Mart,st_343780,115,Ila Rd,115 Ila Rd,NA,Athens,GA,30601,NA,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,-83.32897,34.02588,usda,NA,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
Balihai Food Mart,st_288700,4272,Old Danielsville Rd,4272 Old Danielsville Rd,NA,Athens,GA,30601,USA,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,0,0,0,-83.31836075,34.02840073,esri,PointAddress,0,13,195,13195020500,G1301950020500,"Athens-Clarke County, GA",12020
A Pex Gas,st_372089,4272,Old Danielsville Rd,4272 Old Danielsville Rd,NA,Athens,GA,30601,NA,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,-83.3182,34.02847,usda,NA,0,13,195,13195020500,G1301950020500,"Athens-Clarke County, GA",12020
Jackson Food Mart,st_195819,8444,Jefferson Rd,8444 Jefferson Rd,NA,Athens,GA,30607,NA,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,-83.50011,34.03547,usda,NA,0,13,157,13157010600,G1301570010600,"Jefferson, GA",27600
FAST PHIL'S,st_060877,8033,Jefferson Rd,8033 Jefferson Rd,NA,Athens,GA,30607,USA,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,-83.49861151,34.04088857,esri,PointAddress,0,13,157,13157010600,G1301570010600,"Jefferson, GA",27600
Kar Food Mart Llc,st_325176,8033,Jefferson Rd,8033 Jefferson Rd,NA,Athens,GA,30607,NA,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,-83.49861,34.0409,usda,NA,0,13,157,13157010600,G1301570010600,"Jefferson, GA",27600
D's Food Store,st_274405,10141,Commerce Rd,10141 Commerce Rd,NA,Athens,GA,30607,NA,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,-83.40768,34.0493,usda,NA,0,13,157,13157010500,G1301570010500,"Jefferson, GA",27600
Schwan's Home Service of Athens GA,st_082317,122,Newton Bridge Rd,122 Newton Bridge Rd,NA,Athens,GA,30607,USA,Delivery Route,4,Other store,3,1,1,1,0,0,0,0,0,0,0,-83.39376393,33.97809157,esri,StreetAddress,0,13,59,13059130300,G1300590130300,"Athens-Clarke County, GA",12020
MIDWESTERN MEATS,st_045364,1101,Old Creek Rd,1101 Old Creek Rd,Ste C6,Athens,GA,30607,USA,Delivery Route,4,Other store,3,1,1,1,1,1,0,0,0,0,0,-83.37987761,33.9959044,esri,PointAddress,0,13,59,13059140300,G1300590140300,"Athens-Clarke County, GA",12020
UGarden CSA,st_303254,2500,S Milledge Ave,2500 S Milledge Ave,NA,Athens,GA,30602,NA,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,1,1,1,1,1,-83.37284,33.90271,usda,NA,0,13,59,13059150400,G1300590150400,"Athens-Clarke County, GA",12020
West Broad Market Garden,st_299792,1573,W Broad St,1573 W Broad St,NA,Athens,GA,30606,NA,Farmers' Market,6,Local foods,2,0,0,0,0,0,1,1,1,1,1,-83.39659,33.95285,usda,NA,0,13,59,13059000900,G1300590000900,"Athens-Clarke County, GA",12020
ATHENS LOCALLY GROWN,st_241870,670,W Broad St,670 W Broad St,NA,Athens,GA,30601,USA,Farmers' Market,6,Local foods,2,0,0,0,1,1,1,1,1,0,0,-83.38363652,33.95605607,esri,PointAddress,0,13,59,13059000600,G1300590000600,"Athens-Clarke County, GA",12020
ATHENS FARMERS MARKET,st_223258,705,Sunset Dr,705 Sunset Dr,NA,Athens,GA,30606,NA,Farmers' Market,6,Local foods,2,0,0,1,1,1,1,1,1,1,1,-83.41087,33.96378,usda,NA,0,13,59,13059001700,G1300590001700,"Athens-Clarke County, GA",12020
Meats & More,st_208891,1580,Lexington Rd,1580 Lexington Rd,NA,Athens,GA,30605,USA,Meat/Poultry Specialty,9,Specialty,5,0,0,1,0,0,0,0,0,0,0,-83.3518276,33.9466092,esri,PointAddress,0,13,59,13059150600,G1300590150600,"Athens-Clarke County, GA",12020
QUALITY MARKET,st_072139,105,Old Winterville Rd,105 Old Winterville Rd,NA,Athens,GA,30601,USA,Medium Grocery Store,10,Grocer,1,1,1,1,0,0,0,0,0,0,0,-83.3580732,33.94819441,esri,PointAddress,0,13,59,13059030200,G1300590030200,"Athens-Clarke County, GA",12020
PHOENIX MARKET,st_080610,296,W Broad St,296 W Broad St,NA,Athens,GA,30601,USA,Medium Grocery Store,10,Grocer,1,1,1,1,0,0,0,0,0,0,0,-83.37960813,33.956709,esri,PointAddress,0,13,59,13059000100,G1300590000100,"Athens-Clarke County, GA",12020
COSTA DE JALISCO 2,st_028612,140,Barber St,140 Barber St,NA,Athens,GA,30601,NA,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,-83.38426,33.96153,usda,NA,0,13,59,13059001900,G1300590001900,"Athens-Clarke County, GA",12020
LOS COMPADRES,st_084742,1380,Prince Ave,1380 Prince Ave,NA,Athens,GA,30606,NA,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,-83.40142,33.96372,usda,NA,0,13,59,13059001900,G1300590001900,"Athens-Clarke County, GA",12020
4 TIGERS,st_168467,401,North Ave,401 North Ave,Ste 10,Athens,GA,30601,USA,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,0,0,-83.36447495,33.97655986,esri,PointAddress,0,13,59,13059030100,G1300590030100,"Athens-Clarke County, GA",12020
Supermarket El Camino Real,st_206844,401,North Ave,401 North Ave,Ste 2,Athens,GA,30601,NA,Medium Grocery Store,10,Grocer,1,0,0,1,1,1,1,1,1,1,1,-83.36447,33.97656,usda,NA,0,13,59,13059030100,G1300590030100,"Athens-Clarke County, GA",12020
Super Market El Camino Real Llc,st_395483,401,North Ave,401 North Ave,Ste 2,Athens,GA,30601,NA,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,0,0,0,1,1,-83.36447,33.97656,usda,NA,0,13,59,13059030100,G1300590030100,"Athens-Clarke County, GA",12020
"La Jalisco Of Athens, LLC",st_388663,3750,Jefferson Rd,3750 Jefferson Rd,NA,Athens,GA,30607,NA,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,0,0,0,1,1,-83.42207,33.98784,usda,NA,0,13,59,13059130300,G1300590130300,"Athens-Clarke County, GA",12020
supermercado la jalisco,st_214090,3750,Jefferson Rd,3750 Jefferson Rd,NA,Athens,GA,30607,USA,Medium Grocery Store,10,Grocer,1,0,0,1,1,1,1,1,1,0,0,-83.4220627,33.98786397,esri,StreetAddress,0,13,59,13059130300,G1300590130300,"Athens-Clarke County, GA",12020
LOS COMPADRES 2,st_023726,395,Old Commerce Rd,395 Old Commerce Rd,Ste D,Athens,GA,30607,USA,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,0,0,0,0,0,-83.38073618,33.99434857,esri,PointAddress,0,13,59,13059140300,G1300590140300,"Athens-Clarke County, GA",12020
LA PASADITA SUPERMARKET,st_254801,1880,Highway 29 N,1880 Highway 29 N,NA,Athens,GA,30601,NA,Medium Grocery Store,10,Grocer,1,0,0,0,1,1,1,1,1,1,1,-83.32037,34.02158,usda,NA,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
Mis Compadres 1,st_319396,395,Old Commerce Rd,395 Old Commerce Rd,Ste D,Athens,GA,30607,NA,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,1,1,1,1,1,-83.41464,34.05352,usda,NA,0,13,157,13157010500,G1301570010500,"Jefferson, GA",27600
Lighthouse Seafood Palace,st_363579,50,Gaines School Rd,50 Gaines School Rd,Ste 10,Athens,GA,30605,USA,Seafood Specialty,13,Specialty,5,0,0,0,0,0,0,0,1,0,0,-83.32343011,33.93802502,esri,PointAddress,0,13,59,13059150600,G1300590150600,"Athens-Clarke County, GA",12020
Lighthouse Seafood,st_403033,585,Vine St,585 Vine St,Ste 3,Athens,GA,30601,NA,Seafood Specialty,13,Specialty,5,0,0,0,0,0,0,0,0,0,1,-83.355,33.95583,usda,NA,0,13,59,13059030200,G1300590030200,"Athens-Clarke County, GA",12020
First Class Groceries,st_279399,2024,S Milledge Ave,2024 S Milledge Ave,NA,Athens,GA,30605,USA,Small Grocery Store,14,Grocer,1,0,0,0,0,1,1,1,1,1,0,-83.37857744,33.92406344,esri,StreetAddress,0,13,59,13059002200,G1300590002200,"Athens-Clarke County, GA",12020
AFRICAN ASIAN INTERNATIONAL MARKET CORP. 1,st_188669,50,Gaines School Rd,50 Gaines School Rd,Ste 2,Athens,GA,30605,NA,Small Grocery Store,14,Grocer,1,0,1,1,1,1,1,1,1,1,1,-83.32343,33.93803,usda,NA,0,13,59,13059150600,G1300590150600,"Athens-Clarke County, GA",12020
European Deli 3,st_195685,3579,Atlanta Hwy,3579 Atlanta Hwy,NA,Athens,GA,30606,USA,Small Grocery Store,14,Grocer,1,0,1,1,1,0,0,0,0,0,0,-83.45568847,33.93896032,esri,StreetAddress,0,13,59,13059130700,G1300590130700,"Athens-Clarke County, GA",12020
TAJMAHAL GROCERY STORE,st_033361,1039,Baxter St,1039 Baxter St,NA,Athens,GA,30606,USA,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,0,0,0,0,-83.39457706,33.94755791,esri,PointAddress,0,13,59,13059002e3,G1300590002000,"Athens-Clarke County, GA",12020
MIKES GROCERY STORE,st_027877,170,Gressom St,170 Gressom St,NA,Athens,GA,30601,USA,Small Grocery Store,14,Grocer,1,1,0,0,0,0,0,0,0,0,0,-83.35499325,33.95524233,esri,StreetAddress,0,13,59,13059030200,G1300590030200,"Athens-Clarke County, GA",12020
J C FOOD STORE,st_072390,1323,W Hancock Ave,1323 W Hancock Ave,NA,Athens,GA,30606,NA,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,1,1,1,1,-83.39458,33.95563,usda,NA,0,13,59,13059000900,G1300590000900,"Athens-Clarke County, GA",12020
El Paso Grocery,st_210353,2075,Winterville Rd,2075 Winterville Rd,NA,Athens,GA,30605,USA,Small Grocery Store,14,Grocer,1,0,0,1,1,1,0,0,0,0,0,-83.32379786,33.9556922,esri,StreetAddress,0,13,59,13059140500,G1300590140500,"Athens-Clarke County, GA",12020
BERT'S GROCERY,st_147806,151,Nellie B Ave,151 Nellie B Ave,Bldg 8,Athens,GA,30601,USA,Small Grocery Store,14,Grocer,1,1,1,1,1,0,0,0,0,0,0,-83.35510088,33.95618543,esri,PointAddress,0,13,59,13059030200,G1300590030200,"Athens-Clarke County, GA",12020
PAN AM SUPERMARKET,st_011977,151,Nellie B Ave,151 Nellie B Ave,NA,Athens,GA,30601,NA,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,1,1,1,1,-83.3551,33.95619,usda,NA,0,13,59,13059030200,G1300590030200,"Athens-Clarke County, GA",12020
Chavita Produce,st_223986,145,Oneta St,145 Oneta St,NA,Athens,GA,30601,USA,Small Grocery Store,14,Grocer,1,0,0,1,1,1,1,0,0,0,0,-83.38889872,33.97193261,esri,PointAddress,0,13,59,13059130300,G1300590130300,"Athens-Clarke County, GA",12020
Los Amigos,st_299357,109,Rowe Rd,109 Rowe Rd,NA,Athens,GA,30601,NA,Small Grocery Store,14,Grocer,1,0,0,0,0,0,1,1,1,1,1,-83.39159,33.97324,usda,NA,0,13,59,13059130300,G1300590130300,"Athens-Clarke County, GA",12020
Four Tigers,st_386467,401,North Ave,401 North Ave,Ste 10,Athens,GA,30601,NA,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,0,0,1,1,-83.36447,33.97656,usda,NA,0,13,59,13059030100,G1300590030100,"Athens-Clarke County, GA",12020
La Bonita,st_176691,0,Highway 29 N,1880A Highway 29 N,NA,Athens,GA,30601,USA,Small Grocery Store,14,Grocer,1,0,1,1,0,0,0,0,0,0,0,-83.32032371,34.02168947,esri,StreetAddress,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
GUERRERO SUPERMARKET,st_052044,3077,Danielsville Rd,3077 Danielsville Rd,NA,Athens,GA,30601,USA,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,0,0,0,0,-83.33038638,34.02491613,esri,PointAddress,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
Sinaloa Supermarket LLC,st_353214,3077,Danielsville Rd,3077 Danielsville Rd,NA,Athens,GA,30601,NA,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,0,1,1,1,-83.33039,34.02493,usda,NA,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
ALL AMERICAN FOOD STORE,st_082372,3073,Danielsville Rd,3073 Danielsville Rd,NA,Athens,GA,30601,USA,Small Grocery Store,14,Grocer,1,1,1,1,1,0,0,0,0,0,0,-83.33031587,34.02495614,esri,PointAddress,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
Walmart S/C 1400,st_123833,1911,Epps Bridge Pkwy,1911 Epps Bridge Pkwy,NA,Athens,GA,30606,NA,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,-83.44275,33.91846,usda,NA,0,13,219,13219030200,G1302190030200,"Athens-Clarke County, GA",12020
BIG KMART 7637,st_116481,2000,Barnett Shoals Rd,2000 Barnett Shoals Rd,NA,Athens,GA,30605,USA,Super Store,15,Supermarket,6,1,1,1,1,1,1,0,0,0,0,-83.34123216,33.92227947,esri,PointAddress,0,13,59,13059150500,G1300590150500,"Athens-Clarke County, GA",12020
Walmart S/C 2811,st_103772,4375,Lexington Rd,4375 Lexington Rd,NA,Athens,GA,30605,NA,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,-83.31165,33.93303,usda,NA,0,13,59,13059140600,G1300590140600,"Athens-Clarke County, GA",12020
Piggly Wiggly 293,st_293192,4025,Lexington Rd,4025 Lexington Rd,NA,Athens,GA,30605,USA,Super Store,15,Supermarket,6,0,0,0,0,1,1,1,1,0,0,-83.32167647,33.93830516,esri,PointAddress,0,13,59,13059150700,G1300590150700,"Athens-Clarke County, GA",12020
Walmart Neighborhood Market 5267,st_390344,3130,Atlanta Hwy,3130 Atlanta Hwy,NA,Athens,GA,30606,NA,Super Store,15,Supermarket,6,0,0,0,0,0,0,0,0,1,1,-83.44325,33.94255,usda,NA,0,13,59,13059130700,G1300590130700,"Athens-Clarke County, GA",12020
Target Store T-1453,st_197692,3045,Atlanta Hwy,3045 Atlanta Hwy,NA,Athens,GA,30606,NA,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,-83.43829,33.94424,usda,NA,0,13,59,13059130700,G1300590130700,"Athens-Clarke County, GA",12020
Dollar General Market 13517,st_285336,2411,Jefferson Rd,2411 Jefferson Rd,NA,Athens,GA,30607,NA,Super Store,15,Supermarket,6,0,0,0,0,1,1,1,1,1,1,-83.41282,33.97247,usda,NA,0,13,59,13059130300,G1300590130300,"Athens-Clarke County, GA",12020
Buy 4 Less 545,st_293203,484,North Ave,484 North Ave,NA,Athens,GA,30601,USA,Super Store,15,Supermarket,6,0,0,0,0,1,1,0,0,0,0,-83.36459957,33.97580129,esri,PointAddress,0,13,59,13059030100,G1300590030100,"Athens-Clarke County, GA",12020
Kroger 618,st_352391,700,Highway 29 N,700 Highway 29 N,NA,Athens,GA,30601,NA,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,1,-83.33572,33.99758,usda,NA,0,13,59,13059140400,G1300590140400,"Athens-Clarke County, GA",12020
Trader Joes 736,st_246560,1850,Epps Bridge Pkwy,1850 Epps Bridge Pkwy,Ste 331,Athens,GA,30606,NA,Supermarket,16,Supermarket,6,0,0,0,1,1,1,1,1,1,1,-83.4446,33.91618,usda,NA,0,13,219,13219030200,G1302190030200,"Athens-Clarke County, GA",12020
PUBLIX 1146,st_050054,1860,Barnett Shoals Rd,1860 Barnett Shoals Rd,NA,Athens,GA,30605,NA,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,-83.33996,33.92585,usda,NA,0,13,59,13059150500,G1300590150500,"Athens-Clarke County, GA",12020
Earth Fare 300,st_103784,1689,S Lumpkin St,1689 S Lumpkin St,NA,Athens,GA,30606,NA,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,-83.38728,33.93777,usda,NA,0,13,59,13059002100,G1300590002100,"Athens-Clarke County, GA",12020
SOUTHERN FAMILY MARKETS OF ATHENS LEXINGTON RD,st_018858,4025,Lexington Rd,4025 Lexington Rd,NA,Athens,GA,30605,USA,Supermarket,16,Supermarket,6,1,1,1,1,1,0,0,0,0,0,-83.32167647,33.93830516,esri,PointAddress,0,13,59,13059150700,G1300590150700,"Athens-Clarke County, GA",12020
Aldi 18,st_286706,3400,Atlanta Hwy,3400 Atlanta Hwy,NA,Athens,GA,30606,NA,Supermarket,16,Supermarket,6,0,0,0,0,1,1,1,1,1,1,-83.45205,33.93998,usda,NA,0,13,59,13059130600,G1300590130600,"Athens-Clarke County, GA",12020
The Fresh Market 155,st_315318,196,Alps Rd,196 Alps Rd,Ste 50,Athens,GA,30606,NA,Supermarket,16,Supermarket,6,0,0,0,0,0,1,1,1,1,1,-83.40926,33.94701,usda,NA,0,13,59,13059001200,G1300590001200,"Athens-Clarke County, GA",12020
SOUTHERN FAMILY MARKETS OF ATHENS NORTH,st_018856,484,North Ave,484 North Ave,NA,Athens,GA,30601,USA,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,-83.36459957,33.97580129,esri,PointAddress,0,13,59,13059030100,G1300590030100,"Athens-Clarke County, GA",12020
Piggly Wiggly,st_335610,484,North Ave,484 North Ave,NA,Athens,GA,30601,NA,Supermarket,16,Supermarket,6,0,0,0,0,0,0,1,1,1,1,-83.36417,33.97698,usda,NA,0,13,59,13059030100,G1300590030100,"Athens-Clarke County, GA",12020
